Gorwydd Caerphilly,M1
"A clean and fresh sweet Caerphilly cheese with a creamy, crumbly texture",M2
"made by Todd Trethowen near Llanddewi Brefi, Tregaron in Dyfed.",M1
Gorwydd Caerphilly has a grey moulded rind which can have distinctive vivid yellow or orange splodges,M2
it is made from unpasteurised Teifi valley milk,M2
that is left to mature for 2 months,M3
to give it lasting flavour,M2
and is suitable for vegetarians.,M2
It won a gold medal at the 2001 British Cheese Awards for the Best Territorial Cheese,M2
and is available from the service counter at Waitrose.,M2
"Uses: Serve on its own or use in cooking to make Glamorgan sausages, Welsh Rarebit or a cheese and leek sauce to serve with chicken or cod.",M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.",M5
