Cropwell Bishop Stilton,M1
"A creamy full flavoured blue cheese,",M2
Cropwell Bishop Stilton won a gold medal for the Best Blue Cheese (export) at the British Cheese Awards in 2001.,M2
"The cheese has an intense flavour, and the evenly spread blue veins add a spicy tang to the rich creaminess of the cheese.",M2
Cropwell Bishop Creamery is based on the border of Nottinghamshire and Leicestershire and is a small independent family run business dating back to 1847.,M1
Cropwell Bishop Stilton is made using pasteurised milk,M2
 is available from the service counter at Waitrose.,M2
"Uses: Stilton is one of the classic cheeses to include on a cheeseboard. Use Cropwell Bishop Stilton in cooking - try it in soup, on toast or sprinkled over pasta dishes.",M5
It is also delicious served after dinner with a glass of dessert wine or white port.,M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.",M5
