Montgomery's Cheddar,M1
"This full-flavoured Cheddar is made at Manor Farm in North Cadbury, Somerset.",M1
Three generations of the Montgomery family have used the same ingredients and hand-made methods since 1912,M3
to produce a Cheddar cheese with a deep nutty flavour,M2
and crisp texture.,M2
Montgomery's Cheddar is matured over 12 months in muslin bandages,M3
"to produce the strong, full flavour.",M2
It is made from unpasteurised milk,M2
"and is available as part of the Waitrose Select range of prepacked cheeses.
",M2
"Uses: Serve Montgomery's Cheddar on a cheeseboard with fresh figs or slices of melon,",M5
or grate and use to make a delicious flavoured cheese bread or sprinkle over wild mushroom risotto.,M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.
",M5
