Double Worcester,M1
A full fat hard cheese,M2
with a robust and mellow flavour,M2
and a rich golden colour,M2
Double Worcester won a silver medal at the British Cheese Awards in 2001.,M2
"Double Worcester has a really smooth, light texture",M2
with a subtle citrus tang,M2
and is a smaller version of Double Gloucester,M2
"It is made by Colin and Alyson Anstey at Broomhall Farm, Worcester, which has been in their family for four generations.",M1
Double Worcester is made from unpasteurised milk,M2
"and is suitable for vegetarians, it is available from the service counter at 55 branches of Waitrose.",M2
"Uses: Double Worcester can be served on a cheeseboard or used for grilling or sauces.
",M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.",M5
