Halloumi,M1
Made by High Weald Dairy in Sussex,M1
"Halloumi is a salty, brined cheese, originally from the Mediterranean",M2
and traditionally and most successfully made from sheep milk.,M2
It is widley used in cooking as a meat substitute.,M5
"Eaten raw it is a distinctly  ""squeaky"" cheese.",M2
"However, once dry fried or grilled it takes on a completely different texture and taste, with a texture reminiscent of a grilled marshmallow with a crusty outside",M2
and a soft centre and a taste similar to that of bacon.,M2
High Weald Dairy Halloumi is made from 100% sheep milk.,M2
"Known as %u2018the vegetarian%u2019s alternative to the rasher%u2019, Halloumi is very versatile and makes a good substitute for Tofu.
Being stored in brine, Halloumi is quite a salty cheese; if it is too salty for you, simply rinse it under running water before using it",M2
"Once opened, Halloumi can be kept in fresh water in the fridge for several days, or it can be frozen for up to 3 months.
",M6
