Cricketer Half Fat Traditional Mature,M1
Cricketer Farm has been making award-winning Cheddar for over 50 years,M1
and now they've developed a variety that has 50% less fat than a conventional Cheddar.,M2
Cricketer Half Fat Mature Cheese has all the character of a farmhouse Cheddar,M2
and a well-developed flavour,M2
It is made at Stowey Court Farm in the village of Nether Stowey near Bridgewater in Somerset.,M1
"Cricketer Half Fat Traditional Mature Cheese is made from pasteurised milk,",M2
is suitable for vegetarians and is available from the service counter at Waitrose.,M2
Uses: Grate Cricketer Half Fat Mature Cheese and use in cooking or to top baked potatoes or slice and use in sandwiches.,M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.",M5
