Abbaye de Belloc,M1
"Abbaye de Belloc is also known as 'Abbaye Notre-Dame de Belloc' since it was produced by the Benedictine monks at the 'Abbaye de Notre Dame de Belloc' in the Pays Basque region of Aquitaine, France. They used sheep milk available in the locality and followed a cheese making process that dates back to 3000 years.
",M3
"Abbaye de Belloc is a flat wheel shaped traditional, farmhouse, unpasteurized, semi-hard cheese",M2
made from sheep's milk.,M2
"It has a natural, crusty, brownish rind with patches of red, orange and yellow. The rind is marked with tiny craters.

The cheese has a firm, dense, rich and creamy texture.",M2
The taste resembles burnt caramel and there is a distinctive lanolin aroma.,M2
Ageing process of the cheese ranges from four to ten months.,M3
The younger wheels are made in December while the older in July. Both types of cheese wheels are sent to the market in April.,M3
Made from sheep's milk,M2
"Country of origin: France
Region: Pays Basque",M3
Synonyms: Abbaye Notre-Dame de Belloc,M1
"Type: semi-hard, artisan
Fat content: 60%
Texture: creamy, dense and firm
Rind: natural
Color: yellow",M2
