Berkswell,M1
A hard ewe's milk cheese,M2
which won a gold medal at the British Cheese Awards in 2001,M2
and was originally developed from a Caerphilly cheese recipe.,M2
"It is hand-made at Ram Hall in Berkswell, Warwickshire",M1
"and has a rich, full flavour with a buttery lingering flavour.",M2
It is similar to a mature Pecorino or Manchego cheese.,M2
Berkswell is made from unpasteurised milk,M2
and is suitable for vegetarians and is available from the service counter at Waitrose.,M2
"Uses: Berkswell can be served on a cheeseboard or grated and added to soups, sauces or pasta dishes.
",M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.
",M5
