Goat's cheese:,M2
Village Green Goat's Cheese,M1
"A full fat, clean and fruity hard vegetarian goat's cheese with a smooth texture. It is similar in texture and taste to a mild Cheddar",M2
and has a subtle roasted nut flavour.,M2
Village Green is made with pasteurised milk,M2
and is covered in a distinctive green wax. It is available from the service counter at 124 branches of Waitrose and is suitable for vegetarians.,M2
Uses: Ideal as a useful alternative for anyone avoiding cow's milk.,M2
"Good served with a selection of cheeses such as Cornish Yarg, Dorset Blue Vinny and Somerset Brie for a West country cheeseboard.",M5
Or simply serve with slices of apple,M5
and a glass of red wine,M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.
",M5
