Sussex Yeoman,M1
A hard-pressed,M2
goat's milk,M2
"vegetarian cheese, with a moist, but crumbly texture",M2
and distinctly nutty flavour,M2
Sussex Yeoman is made at Nut Knowle Farm near Horam in East Sussex.,M1
" It is made from pasteurised milk,",M2
" is suitable for vegetarians and is available from the service counter at Waitrose.
",M2
"Uses: Sussex Yeoman is suitable for use on a cheeseboard or in cooking.
",M5
"To eat: If serving on a cheeseboard remove the cheese from the fridge an hour before serving, to allow it to come to room temperature and to develop its full texture and flavour.
",M5
